Cultivar;Quantidade (Kg);Year;Category;Subcategory
Landot;21.485;1985;Processamento;Americanas_e_hibridas
Mistura de uvas americanas tinto;-;1985;Processamento;Americanas_e_hibridas
Oberlin;177;1985;Processamento;Americanas_e_hibridas
Othello;4.862;1985;Processamento;Americanas_e_hibridas
Paco;-;1985;Processamento;Americanas_e_hibridas
Patricia;-;1985;Processamento;Americanas_e_hibridas
Seibel;13.394.429;1985;Processamento;Americanas_e_hibridas
Seibel 2 (seibeleto);-;1985;Processamento;Americanas_e_hibridas
Seyve Willard (Tinta);-;1985;Processamento;Americanas_e_hibridas
Vênus;-;1985;Processamento;Americanas_e_hibridas
BRANCAS E ROSADAS;21.256.077;1985;Processamento;Americanas_e_hibridas
Baco;1.688;1985;Processamento;Americanas_e_hibridas
Bokay;-;1985;Processamento;Americanas_e_hibridas
BRS Bibiana;-;1985;Processamento;Americanas_e_hibridas
BRS Clara;-;1985;Processamento;Americanas_e_hibridas
BRS Lorena;-;1985;Processamento;Americanas_e_hibridas
Couderc 13;906.354;1985;Processamento;Americanas_e_hibridas
Delaware;-;1985;Processamento;Americanas_e_hibridas
Dona Zillá;-;1985;Processamento;Americanas_e_hibridas
Dut Chess;-;1985;Processamento;Americanas_e_hibridas
Goethe;301.062;1985;Processamento;Americanas_e_hibridas
IAC;-;1985;Processamento;Americanas_e_hibridas
Juliana;-;1985;Processamento;Americanas_e_hibridas
Martha;9.096;1985;Processamento;Americanas_e_hibridas
Mistura de uvas americanas;-;1985;Processamento;Americanas_e_hibridas
Moscato Embrapa;-;1985;Processamento;Americanas_e_hibridas
Niagara;14.685.699;1985;Processamento;Americanas_e_hibridas
Niagara Branca;-;1985;Processamento;Americanas_e_hibridas
Niagara Rosada;-;1985;Processamento;Americanas_e_hibridas
Poloske;-;1985;Processamento;Americanas_e_hibridas
Seleções;-;1985;Processamento;Americanas_e_hibridas
Seyve Villard;5.234.899;1985;Processamento;Americanas_e_hibridas
Seyve Villard 5276;-;1985;Processamento;Americanas_e_hibridas
Seyve Villard 12375;117.279;1985;Processamento;Americanas_e_hibridas
Tardia de Caxias;-;1985;Processamento;Americanas_e_hibridas
Outras(2);-;1985;Processamento;Americanas_e_hibridas
Total;406.472.688;1985;Processamento;Americanas_e_hibridas
TINTAS;17.553;1985;Processamento;Uvas_de_mesa
Alphonse Lavallee;17.553;1985;Processamento;Uvas_de_mesa
Moscato de Hamburgo;-;1985;Processamento;Uvas_de_mesa
BRANCAS;21.346;1985;Processamento;Uvas_de_mesa
Cardinal;-;1985;Processamento;Uvas_de_mesa
Golden Queen;4.921;1985;Processamento;Uvas_de_mesa
Patrícia;-;1985;Processamento;Uvas_de_mesa
Perlona;10.548;1985;Processamento;Uvas_de_mesa
Italia;5.877;1985;Processamento;Uvas_de_mesa
Rubi (Itália, Itália Ro);-;1985;Processamento;Uvas_de_mesa
Total;38.899;1985;Processamento;Uvas_de_mesa
;104.929;1985;Processamento;Sem_classificacao
;104.929;1985;Processamento;Sem_classificacao
TINTAS;18.736.158;1986;Processamento;Viniferas
Alicante Bouschet;6.677;1986;Processamento;Viniferas
Ancelota;-;1986;Processamento;Viniferas
Aramon;-;1986;Processamento;Viniferas
Alfrocheiro;-;1986;Processamento;Viniferas
Arinarnoa;-;1986;Processamento;Viniferas
Aspirant Bouschet;-;1986;Processamento;Viniferas
Barbera;3.553.090;1986;Processamento;Viniferas
Bonarda;877.037;1986;Processamento;Viniferas
Cabernet Franc;6.403.968;1986;Processamento;Viniferas
Cabernet Sauvignon;539.711;1986;Processamento;Viniferas
Caladoc;-;1986;Processamento;Viniferas
Campanario;845;1986;Processamento;Viniferas
Canaiolo;271.645;1986;Processamento;Viniferas
Carignan;1.508;1986;Processamento;Viniferas
Carmenere;61.422;1986;Processamento;Viniferas
Castelão;-;1986;Processamento;Viniferas
Corvina;-;1986;Processamento;Viniferas
Croatina;-;1986;Processamento;Viniferas
Cinsaut;2.446;1986;Processamento;Viniferas
Dom Felder;-;1986;Processamento;Viniferas
Dolcetto;-;1986;Processamento;Viniferas
Durif;-;1986;Processamento;Viniferas
Egiodola;-;1986;Processamento;Viniferas
Ekigaina;-;1986;Processamento;Viniferas
Festival (Sugraone);-;1986;Processamento;Viniferas
Franconia;-;1986;Processamento;Viniferas
Freisa;-;1986;Processamento;Viniferas
Gamay St Romain;788.089;1986;Processamento;Viniferas
Gamay Beaujolais;-;1986;Processamento;Viniferas
Grand Noir;21;1986;Processamento;Viniferas
Grenache;15.851;1986;Processamento;Viniferas
Jaen;-;1986;Processamento;Viniferas
Lagrein;-;1986;Processamento;Viniferas
Lambrusco;6.245;1986;Processamento;Viniferas
Malbec;23.431;1986;Processamento;Viniferas
Marzemina;159.440;1986;Processamento;Viniferas
Merlot;4.775.740;1986;Processamento;Viniferas
Marselan;-;1986;Processamento;Viniferas
Mistura de uvas viníferas tinto;-;1986;Processamento;Viniferas
Molinera;-;1986;Processamento;Viniferas
Montepulciano;-;1986;Processamento;Viniferas
Moscato Bailey;-;1986;Processamento;Viniferas
Napa Gamay;-;1986;Processamento;Viniferas
Nebbiolo;357;1986;Processamento;Viniferas
Petit Verdot;-;1986;Processamento;Viniferas
Petite Sirah;99.786;1986;Processamento;Viniferas
Pinotage;13.483;1986;Processamento;Viniferas
Pinot Noir;202.820;1986;Processamento;Viniferas
Pinot Saint George;47.600;1986;Processamento;Viniferas
Piriquita;-;1986;Processamento;Viniferas
Primitivo;-;1986;Processamento;Viniferas
Rebo;-;1986;Processamento;Viniferas
Refosco;-;1986;Processamento;Viniferas
Rondinella;-;1986;Processamento;Viniferas
Ruby Cabernet;21;1986;Processamento;Viniferas
Sangiovese;77.509;1986;Processamento;Viniferas
Saperavi;-;1986;Processamento;Viniferas
Sira (falsa);695.871;1986;Processamento;Viniferas
Tannat;68.352;1986;Processamento;Viniferas
Tempranillo;-;1986;Processamento;Viniferas
Teroldego;-;1986;Processamento;Viniferas
Torrontes;-;1986;Processamento;Viniferas
Tinta Barroca;-;1986;Processamento;Viniferas
Tinta Roriz;-;1986;Processamento;Viniferas
Touriga Francesa;-;1986;Processamento;Viniferas
Touriga Nacional;-;1986;Processamento;Viniferas
Tinta Madeira;1.733;1986;Processamento;Viniferas
Tintoria;-;1986;Processamento;Viniferas
Trincdeira;-;1986;Processamento;Viniferas
Trousseau;-;1986;Processamento;Viniferas
Zinfandel;41.460;1986;Processamento;Viniferas
Outras1;-;1986;Processamento;Viniferas
BRANCAS E ROSADAS;47.542.250;1986;Processamento;Viniferas
Aliatico;-;1986;Processamento;Viniferas
Aligote;-;1986;Processamento;Viniferas
Altesse;43.477;1986;Processamento;Viniferas
Alvarinho;-;1986;Processamento;Viniferas
Arriloba;-;1986;Processamento;Viniferas
Auxerrois;-;1986;Processamento;Viniferas
Burger;20.591;1986;Processamento;Viniferas
Chardonnay;352.746;1986;Processamento;Viniferas
Chasselas;123.305;1986;Processamento;Viniferas
Chenin Blanc;110.067;1986;Processamento;Viniferas
Clairette(1);12.182;1986;Processamento;Viniferas
Colombard;14.480;1986;Processamento;Viniferas
Flora;52.143;1986;Processamento;Viniferas
Garganega;-;1986;Processamento;Viniferas
Gewurztraminer;206.986;1986;Processamento;Viniferas
Gouveio;-;1986;Processamento;Viniferas
Gros Manseng;-;1986;Processamento;Viniferas
Italia (Pirovano 65) (PE);-;1986;Processamento;Viniferas
Maccabeo;-;1986;Processamento;Viniferas
Malvasia;2.261.265;1986;Processamento;Viniferas
Malvasia Amarela;-;1986;Processamento;Viniferas
Malvasia Bianca;-;1986;Processamento;Viniferas
Malvasia Chianti;-;1986;Processamento;Viniferas
Malvasia Verde;-;1986;Processamento;Viniferas
Malvasia di Candia;-;1986;Processamento;Viniferas
Malvasia Istriana;-;1986;Processamento;Viniferas
Mistura de uvas viníferas branco;-;1986;Processamento;Viniferas
Mistura de uvas viníferas rosado;-;1986;Processamento;Viniferas
Moscato Branco;12.858.661;1986;Processamento;Viniferas
Moscato Canelli;7.554;1986;Processamento;Viniferas
Moscato Giallo;-;1986;Processamento;Viniferas
Moscato Nazareno;-;1986;Processamento;Viniferas
Moscato Bianco R2;-;1986;Processamento;Viniferas
Moscato de Alexandria;-;1986;Processamento;Viniferas
Moscato Rosado;-;1986;Processamento;Viniferas
Muscat à Petits Grains;-;1986;Processamento;Viniferas
Muller Thurgau;7.026;1986;Processamento;Viniferas
Muscadelle;-;1986;Processamento;Viniferas
Ora;-;1986;Processamento;Viniferas
Palomino;46.533;1986;Processamento;Viniferas
Petit Manseng;-;1986;Processamento;Viniferas
Peverella;2.036.768;1986;Processamento;Viniferas
Pinot Blanc;168.354;1986;Processamento;Viniferas
Pinot Gris;-;1986;Processamento;Viniferas
Prosecco;122.524;1986;Processamento;Viniferas
Red Veltliner;2.522;1986;Processamento;Viniferas
Riesling Italico;4.267.206;1986;Processamento;Viniferas
Riesling Renano;426.596;1986;Processamento;Viniferas
Sauvignon Blanc(2);250.087;1986;Processamento;Viniferas
Sauvignon Gris;-;1986;Processamento;Viniferas
Seara Nova;965;1986;Processamento;Viniferas
Semillon;6.503.648;1986;Processamento;Viniferas
Schonburger;-;1986;Processamento;Viniferas
Sylvaner;66.793;1986;Processamento;Viniferas
Tocai Friulano;1.821;1986;Processamento;Viniferas
Trebbiano;16.567.251;1986;Processamento;Viniferas
Trebbiano Toscano;-;1986;Processamento;Viniferas
Verdea;809;1986;Processamento;Viniferas
Verdelho;7.785;1986;Processamento;Viniferas
Verdiso;-;1986;Processamento;Viniferas
Vermentino;22.409;1986;Processamento;Viniferas
Vernaccia;978.903;1986;Processamento;Viniferas
Viogner;-;1986;Processamento;Viniferas
Viognier;-;1986;Processamento;Viniferas
Outras(3);793;1986;Processamento;Viniferas
Total;66.278.408;1986;Processamento;Viniferas
TINTAS;225.069.529;1986;Processamento;Americanas_e_hibridas
Bacarina;26.538;1986;Processamento;Americanas_e_hibridas
Bailey;-;1986;Processamento;Americanas_e_hibridas
Bordo;23.956.474;1986;Processamento;Americanas_e_hibridas
Bourdin (S);-;1986;Processamento;Americanas_e_hibridas
BRS Carmen;-;1986;Processamento;Americanas_e_hibridas
BRS Cora;-;1986;Processamento;Americanas_e_hibridas
BRS Magna;-;1986;Processamento;Americanas_e_hibridas
BRS Margot;-;1986;Processamento;Americanas_e_hibridas
BRS Morena;-;1986;Processamento;Americanas_e_hibridas
BRS Núbia;-;1986;Processamento;Americanas_e_hibridas
BRS Rúbea;-;1986;Processamento;Americanas_e_hibridas
BRS Violeta;-;1986;Processamento;Americanas_e_hibridas
BRS Vitória;-;1986;Processamento;Americanas_e_hibridas
Champagnon (Champanheta);-;1986;Processamento;Americanas_e_hibridas
Coleções;-;1986;Processamento;Americanas_e_hibridas
Concord;8.864.661;1986;Processamento;Americanas_e_hibridas
Concord clone 30;-;1986;Processamento;Americanas_e_hibridas
Couderc;5.474.248;1986;Processamento;Americanas_e_hibridas
Cynthiana(1);304.481;1986;Processamento;Americanas_e_hibridas
Herbemont;29.438.543;1986;Processamento;Americanas_e_hibridas
IAC 138022;-;1986;Processamento;Americanas_e_hibridas
Isabel;148.440.133;1986;Processamento;Americanas_e_hibridas
Isabel Precoce;-;1986;Processamento;Americanas_e_hibridas
Jacquez;608.629;1986;Processamento;Americanas_e_hibridas
Kyoko;-;1986;Processamento;Americanas_e_hibridas
Landot;5.953;1986;Processamento;Americanas_e_hibridas
Mistura de uvas americanas tinto;-;1986;Processamento;Americanas_e_hibridas
Oberlin;4.770;1986;Processamento;Americanas_e_hibridas
Othello;4.488;1986;Processamento;Americanas_e_hibridas
Paco;-;1986;Processamento;Americanas_e_hibridas
Patricia;-;1986;Processamento;Americanas_e_hibridas
Seibel;7.940.611;1986;Processamento;Americanas_e_hibridas
Seibel 2 (seibeleto);-;1986;Processamento;Americanas_e_hibridas
Seyve Willard (Tinta);-;1986;Processamento;Americanas_e_hibridas
Vênus;-;1986;Processamento;Americanas_e_hibridas
BRANCAS E ROSADAS;14.188.471;1986;Processamento;Americanas_e_hibridas
Baco;-;1986;Processamento;Americanas_e_hibridas
Bokay;-;1986;Processamento;Americanas_e_hibridas
BRS Bibiana;-;1986;Processamento;Americanas_e_hibridas
BRS Clara;-;1986;Processamento;Americanas_e_hibridas
BRS Lorena;-;1986;Processamento;Americanas_e_hibridas
Couderc 13;982.883;1986;Processamento;Americanas_e_hibridas
Delaware;-;1986;Processamento;Americanas_e_hibridas
Dona Zillá;-;1986;Processamento;Americanas_e_hibridas
Dut Chess;-;1986;Processamento;Americanas_e_hibridas
Goethe;363.437;1986;Processamento;Americanas_e_hibridas
IAC;-;1986;Processamento;Americanas_e_hibridas
Juliana;-;1986;Processamento;Americanas_e_hibridas
Martha;1.155;1986;Processamento;Americanas_e_hibridas
Mistura de uvas americanas;-;1986;Processamento;Americanas_e_hibridas
Moscato Embrapa;-;1986;Processamento;Americanas_e_hibridas
Niagara;9.191.120;1986;Processamento;Americanas_e_hibridas
Niagara Branca;-;1986;Processamento;Americanas_e_hibridas
Niagara Rosada;-;1986;Processamento;Americanas_e_hibridas
Poloske;-;1986;Processamento;Americanas_e_hibridas
Seleções;-;1986;Processamento;Americanas_e_hibridas
Seyve Villard;3.649.876;1986;Processamento;Americanas_e_hibridas
Seyve Villard 5276;-;1986;Processamento;Americanas_e_hibridas
Seyve Villard 12375;-;1986;Processamento;Americanas_e_hibridas
Tardia de Caxias;-;1986;Processamento;Americanas_e_hibridas
Outras(2);-;1986;Processamento;Americanas_e_hibridas
Total;239.258.000;1986;Processamento;Americanas_e_hibridas
TINTAS;7.352;1986;Processamento;Uvas_de_mesa
Alphonse Lavallee;5.147;1986;Processamento;Uvas_de_mesa
Moscato de Hamburgo;2.205;1986;Processamento;Uvas_de_mesa
BRANCAS;32.966;1986;Processamento;Uvas_de_mesa
Cardinal;-;1986;Processamento;Uvas_de_mesa
Golden Queen;3.358;1986;Processamento;Uvas_de_mesa
Patrícia;-;1986;Processamento;Uvas_de_mesa
Perlona;10.753;1986;Processamento;Uvas_de_mesa
Italia;18.855;1986;Processamento;Uvas_de_mesa
Rubi (Itália, Itália Ro);-;1986;Processamento;Uvas_de_mesa
Total;40.318;1986;Processamento;Uvas_de_mesa
;12.689;1986;Processamento;Sem_classificacao
;12.689;1986;Processamento;Sem_classificacao
TINTAS;17.213.860;1987;Processamento;Viniferas
Alicante Bouschet;16.210;1987;Processamento;Viniferas
Ancelota;-;1987;Processamento;Viniferas
Aramon;-;1987;Processamento;Viniferas
Alfrocheiro;-;1987;Processamento;Viniferas
Arinarnoa;-;1987;Processamento;Viniferas
Aspirant Bouschet;-;1987;Processamento;Viniferas
Barbera;2.845.387;1987;Processamento;Viniferas
Bonarda;658.716;1987;Processamento;Viniferas
Cabernet Franc;6.616.589;1987;Processamento;Viniferas
Cabernet Sauvignon;827.942;1987;Processamento;Viniferas
Caladoc;-;1987;Processamento;Viniferas
Campanario;1.090;1987;Processamento;Viniferas
Canaiolo;139.047;1987;Processamento;Viniferas
Carignan;359;1987;Processamento;Viniferas
Carmenere;41.224;1987;Processamento;Viniferas
Castelão;-;1987;Processamento;Viniferas
Corvina;-;1987;Processamento;Viniferas
Croatina;-;1987;Processamento;Viniferas
Cinsaut;5.871;1987;Processamento;Viniferas
Dom Felder;-;1987;Processamento;Viniferas
Dolcetto;-;1987;Processamento;Viniferas
Durif;-;1987;Processamento;Viniferas
Egiodola;-;1987;Processamento;Viniferas
Ekigaina;-;1987;Processamento;Viniferas
Festival (Sugraone);-;1987;Processamento;Viniferas
Franconia;-;1987;Processamento;Viniferas
Freisa;-;1987;Processamento;Viniferas
Gamay St Romain;603.449;1987;Processamento;Viniferas
Gamay Beaujolais;-;1987;Processamento;Viniferas
Grand Noir;56;1987;Processamento;Viniferas
Grenache;6.043;1987;Processamento;Viniferas
Jaen;-;1987;Processamento;Viniferas
Lagrein;-;1987;Processamento;Viniferas
Lambrusco;7.887;1987;Processamento;Viniferas
Malbec;10.121;1987;Processamento;Viniferas
Marzemina;162.480;1987;Processamento;Viniferas
Merlot;4.310.762;1987;Processamento;Viniferas
Marselan;-;1987;Processamento;Viniferas
Mistura de uvas viníferas tinto;-;1987;Processamento;Viniferas
Molinera;-;1987;Processamento;Viniferas
Montepulciano;-;1987;Processamento;Viniferas
Moscato Bailey;-;1987;Processamento;Viniferas
Napa Gamay;-;1987;Processamento;Viniferas
Nebbiolo;4.000;1987;Processamento;Viniferas
Petit Verdot;-;1987;Processamento;Viniferas
Petite Sirah;61.205;1987;Processamento;Viniferas
Pinotage;9.527;1987;Processamento;Viniferas
Pinot Noir;125.181;1987;Processamento;Viniferas
Pinot Saint George;45.000;1987;Processamento;Viniferas
Piriquita;-;1987;Processamento;Viniferas
Primitivo;-;1987;Processamento;Viniferas
Rebo;-;1987;Processamento;Viniferas
Refosco;-;1987;Processamento;Viniferas
Rondinella;-;1987;Processamento;Viniferas
Ruby Cabernet;700;1987;Processamento;Viniferas
Sangiovese;90.701;1987;Processamento;Viniferas
Saperavi;-;1987;Processamento;Viniferas
Sira (falsa);520.216;1987;Processamento;Viniferas
Tannat;43.762;1987;Processamento;Viniferas
Tempranillo;-;1987;Processamento;Viniferas
Teroldego;-;1987;Processamento;Viniferas
Torrontes;-;1987;Processamento;Viniferas
Tinta Barroca;-;1987;Processamento;Viniferas
Tinta Roriz;-;1987;Processamento;Viniferas
Touriga Francesa;-;1987;Processamento;Viniferas
Touriga Nacional;-;1987;Processamento;Viniferas
Tinta Madeira;179;1987;Processamento;Viniferas
Tintoria;14.930;1987;Processamento;Viniferas
Trincdeira;-;1987;Processamento;Viniferas
Trousseau;-;1987;Processamento;Viniferas
Zinfandel;45.226;1987;Processamento;Viniferas
Outras1;-;1987;Processamento;Viniferas
BRANCAS E ROSADAS;48.998.099;1987;Processamento;Viniferas
Aliatico;1.587;1987;Processamento;Viniferas
Aligote;-;1987;Processamento;Viniferas
Altesse;8.556;1987;Processamento;Viniferas
Alvarinho;-;1987;Processamento;Viniferas
Arriloba;-;1987;Processamento;Viniferas
Auxerrois;3.057;1987;Processamento;Viniferas
Burger;-;1987;Processamento;Viniferas
Chardonnay;396.887;1987;Processamento;Viniferas
Chasselas;100.699;1987;Processamento;Viniferas
Chenin Blanc;97.373;1987;Processamento;Viniferas
Clairette(1);910;1987;Processamento;Viniferas
Colombard;23.000;1987;Processamento;Viniferas
Flora;73.563;1987;Processamento;Viniferas
Garganega;-;1987;Processamento;Viniferas
Gewurztraminer;314.215;1987;Processamento;Viniferas
Gouveio;-;1987;Processamento;Viniferas
Gros Manseng;-;1987;Processamento;Viniferas
Italia (Pirovano 65) (PE);-;1987;Processamento;Viniferas
Maccabeo;-;1987;Processamento;Viniferas
Malvasia;1.526.629;1987;Processamento;Viniferas
Malvasia Amarela;-;1987;Processamento;Viniferas
Malvasia Bianca;-;1987;Processamento;Viniferas
Malvasia Chianti;-;1987;Processamento;Viniferas
Malvasia Verde;-;1987;Processamento;Viniferas
Malvasia di Candia;-;1987;Processamento;Viniferas
Malvasia Istriana;-;1987;Processamento;Viniferas
Mistura de uvas viníferas branco;-;1987;Processamento;Viniferas
Mistura de uvas viníferas rosado;-;1987;Processamento;Viniferas
Moscato Branco;15.436.116;1987;Processamento;Viniferas
Moscato Canelli;-;1987;Processamento;Viniferas
Moscato Giallo;-;1987;Processamento;Viniferas
Moscato Nazareno;-;1987;Processamento;Viniferas
Moscato Bianco R2;-;1987;Processamento;Viniferas
Moscato de Alexandria;-;1987;Processamento;Viniferas
Moscato Rosado;-;1987;Processamento;Viniferas
Muscat à Petits Grains;-;1987;Processamento;Viniferas
Muller Thurgau;11.881;1987;Processamento;Viniferas
Muscadelle;-;1987;Processamento;Viniferas
Ora;-;1987;Processamento;Viniferas
Palomino;50.919;1987;Processamento;Viniferas
Petit Manseng;-;1987;Processamento;Viniferas
Peverella;1.683.632;1987;Processamento;Viniferas
Pinot Blanc;229.908;1987;Processamento;Viniferas
Pinot Gris;-;1987;Processamento;Viniferas
Prosecco;235.512;1987;Processamento;Viniferas
Red Veltliner;654;1987;Processamento;Viniferas
Riesling Italico;8.110.697;1987;Processamento;Viniferas
Riesling Renano;-;1987;Processamento;Viniferas
Sauvignon Blanc(2);251.663;1987;Processamento;Viniferas
Sauvignon Gris;-;1987;Processamento;Viniferas
Seara Nova;2.273;1987;Processamento;Viniferas
Semillon;6.382.755;1987;Processamento;Viniferas
